id,input_len,output_len,arrival_time
26574,100,2860,26327564.247383
26575,360,12217,26328101.818788
26576,120,14847,26328137.069945
26577,137,6563,26328262.793114
26578,121,5348,26329551.778163
26579,177,20245,26329983.917717
26580,91,12535,26330164.093555
26581,107,17977,26332444.356416
26582,149,30000,26334812.487503
26583,153,13985,26335005.671063
26584,158,20162,26336118.711193
26585,156,10794,26337228.060937
26586,133,12005,26338357.564696
26587,189,13119,26340362.300850
26588,108,12279,26340646.292163
26589,123,8705,26345688.202742
26590,163,10970,26346745.264727
26591,105,21492,26347073.426378
26592,220,30000,26348767.222590
26593,125,8626,26351384.359000
26594,120,20753,26353098.060508
26595,123,1933,26353734.908158
26596,133,9924,26353832.728405
26597,382,30000,26354687.306197
26598,237,17212,26354749.599898
26599,128,6181,26356488.329240
26600,194,12897,26357352.110467
26601,160,18538,26358050.109178
26602,115,9620,26358185.516097
26603,91,22820,26358760.115933
26604,135,4847,26361627.738717
26605,74,24235,26362269.775513
26606,600,30000,26362390.394648
26607,123,30000,26363496.168352
26608,111,30000,26363503.475554
26609,97,30000,26365472.229572
26610,133,4755,26367235.154714
26611,411,23203,26367871.849351
26612,78,10379,26370131.998928
26613,98,8045,26370863.911017
26614,146,11654,26371547.640632
26615,373,27305,26372241.369260
26616,91,19979,26373755.957424
26617,162,24094,26374184.768523
26618,338,8190,26379828.046785
26619,91,9541,26379989.535298
26620,165,22040,26381166.138676
26621,206,30000,26381493.964192
26622,209,17984,26382268.360410
26623,105,13710,26384277.667365
26624,257,15557,26385138.720904
26625,271,10026,26385937.825566
26626,80,10030,26387489.152165
26627,109,6011,26389015.580995
26628,99,7007,26391424.854685
26629,169,16907,26392780.741501
26630,84,21512,26392785.092731
26631,140,11196,26394356.871731
26632,66,21883,26397004.073644
26633,134,6542,26398662.368187
26634,151,10187,26399313.054820
26635,147,24616,26400548.744842
26636,84,21512,26401088.887808
26637,586,30000,26401802.398799
26638,95,4672,26402206.666998
26639,116,6730,26402324.618970
26640,267,19257,26402335.193474
26641,166,7161,26403133.823547
26642,76,10321,26404309.571530
26643,103,12127,26405355.591067
26644,140,11781,26406270.936880
26645,160,13038,26409066.360910
26646,279,12408,26409757.783395
26647,167,8131,26409772.993709
26648,83,18587,26410366.016477
26649,253,12113,26410448.549895
26650,77,15853,26410797.724826
26651,116,9208,26412654.250080
26652,179,14223,26413439.927405
26653,87,24818,26414184.204414
26654,207,30000,26416304.576892
26655,126,17366,26416539.412131
26656,144,7468,26416773.801608
26657,257,15557,26417925.122037
26658,177,16324,26419215.283897
26659,103,17330,26419866.982490
26660,86,18621,26419919.968680
26661,177,18090,26420381.105348
26662,164,30000,26422299.527812
26663,126,10028,26423926.141850
26664,136,19391,26425661.869805
26665,133,30000,26425688.183419
26666,125,10742,26426066.390958
26667,123,7671,26426809.600901
26668,135,5442,26427047.270367
26669,141,7828,26428817.622664
26670,147,18761,26433880.941813
26671,184,30000,26433918.078408
26672,108,30000,26434464.121926
26673,64,12909,26435526.110635
26674,123,27503,26436355.684171
26675,136,18762,26437153.969349
26676,162,12211,26438329.372679
26677,66,7469,26439784.040590
26678,161,30000,26440072.102484
26679,423,14315,26440217.506478
26680,68,30000,26440685.127438
26681,126,10007,26441680.741764
26682,77,13374,26443107.923888
26683,151,18834,26443127.824995
26684,125,10696,26445887.269535
26685,132,18570,26445938.754136
26686,169,12270,26446134.605763
26687,177,11808,26446907.659531
26688,179,12364,26446955.164179
26689,82,24030,26447136.660135
26690,64,21761,26447229.385888
26691,125,8328,26450331.229037
26692,65,3481,26453177.205982
26693,163,5925,26453394.288625
26694,79,5299,26455425.892141
26695,100,7864,26457871.998791
26696,132,18570,26459230.480239
26697,153,12492,26460226.201094
26698,84,8445,26463304.571148
26699,123,30000,26463657.808704
26700,231,26274,26463977.060473
26701,183,30000,26465294.867703
26702,133,6047,26465565.967286
26703,81,3335,26466075.516155
26704,148,24033,26466609.085694
26705,149,30000,26467022.170635
26706,82,10101,26468245.955024
26707,136,24985,26468552.306617
26708,55,13818,26470877.422611
26709,102,21465,26471564.660752
26710,206,30000,26471700.616258
26711,77,7830,26472133.747285
26712,104,12497,26473316.488136
26713,93,16813,26475988.059287
26714,159,12086,26477709.915583
26715,91,11128,26478083.282263
26716,97,15385,26478113.277190
26717,92,10720,26478861.561605
26718,194,12897,26479396.836044
26719,91,10763,26479636.700627
26720,159,20165,26480248.182212
26721,202,30000,26484471.559915
26722,146,12633,26484685.724562
26723,192,18734,26487993.593751
26724,57,10575,26488578.956662
26725,118,8478,26488884.606830
26726,95,19668,26490174.587250
26727,282,11761,26491621.961529
26728,99,4413,26492427.963801
26729,114,3958,26493736.937961
26730,169,15702,26494295.195148
26731,189,20545,26495529.632117
26732,114,6350,26496558.474769
26733,147,7886,26496900.302123
26734,155,30000,26498140.993145
26735,137,8705,26498880.521851
26736,126,12872,26499221.987113
26737,160,27231,26501010.675227
26738,150,15085,26504147.922368
26739,109,9071,26504745.271810
26740,550,9704,26506221.913800
26741,229,30000,26506321.548265
26742,93,10292,26506400.584718
26743,108,11977,26506591.132639
26744,82,16067,26508252.252539
26745,76,10561,26508366.135496
26746,145,7475,26509396.968891
26747,207,18570,26511826.041560
26748,123,11022,26512498.172673
26749,551,30000,26513837.496682
26750,205,11785,26520655.082789
26751,123,3539,26520813.330595
26752,131,5159,26521248.692263
26753,168,30000,26521449.813998
26754,104,8154,26522383.267868
26755,220,30000,26523849.683653
26756,591,24169,26524741.097728
26757,94,8056,26525101.074767
26758,126,12984,26525702.267932
26759,131,7325,26527205.537581
26760,80,10030,26527384.442295
26761,150,9126,26530823.781653
26762,106,11540,26530954.398007
26763,145,11417,26532359.597165
26764,394,30000,26533641.872560
26765,154,8435,26536110.990184
26766,114,10718,26536955.093397
26767,238,10801,26538497.804533
26768,107,15443,26538667.364481
26769,99,7885,26538887.225592
26770,211,30000,26541227.374879
26771,221,23305,26541512.743262
26772,120,11016,26544590.778381
26773,110,12247,26544878.957862
26774,207,18570,26544904.119716
26775,118,18616,26545380.483367
26776,103,7251,26547285.168491
26777,100,21061,26548541.882482
26778,155,5602,26549311.467067
26779,66,7270,26549813.328449
26780,158,8800,26549947.265194
26781,212,5237,26551916.954526
26782,78,3261,26552962.389570
26783,102,10825,26553186.894570
26784,144,14721,26554955.369284
26785,134,13823,26555208.088310
26786,101,13814,26556210.120404
26787,154,13654,26558291.347415
26788,118,23141,26558389.183076
26789,188,30000,26558417.825634
26790,76,9742,26558605.526444
26791,66,17958,26563147.125840
26792,113,9209,26563318.358239
26793,108,11977,26563446.007648
26794,132,15451,26564856.287979
26795,202,16659,26566308.826439
26796,89,30000,26567780.627926
26797,121,6260,26568253.735516
26798,124,9362,26568708.725895
26799,490,17729,26568915.910009
26800,154,9949,26568944.598093
26801,176,9679,26571436.375504
26802,110,10977,26571844.747404
26803,190,16518,26573958.547194
26804,104,6477,26574134.314010
26805,181,7202,26574168.468370
26806,108,4326,26574363.380519
26807,124,14648,26574426.641476
26808,238,10801,26574895.887488
26809,161,30000,26575303.887546
26810,120,12324,26575856.243877
26811,107,16603,26576633.836954
26812,82,11709,26576914.748560
26813,102,12235,26580393.848008
26814,94,5292,26582694.428030
26815,77,8912,26582896.320646
26816,191,18519,26583530.632759
26817,156,10457,26585040.621995
26818,130,22529,26587538.400881
26819,121,8783,26589435.289526
26820,179,13230,26590238.127161
26821,194,26488,26590441.913171
26822,160,11111,26591653.177868
26823,119,8945,26592323.163080
26824,202,30000,26592528.547159
26825,147,11359,26593109.233963
26826,142,11989,26593208.292039
26827,432,11554,26594778.306790
26828,151,12737,26596714.930948
26829,110,30000,26597788.695808
26830,140,9310,26598392.462107
26831,263,25248,26599554.482329
26832,56,7956,26599838.808166
26833,76,8409,26602288.056934
26834,162,14460,26602521.559167
26835,198,8794,26603218.616734
26836,82,11581,26603760.678983
26837,164,30000,26604773.801001
26838,140,7221,26609010.947674
26839,167,9802,26609320.196836
26840,88,7629,26609449.177784
26841,107,16603,26611350.853064
26842,102,24680,26613301.349216
26843,219,30000,26614260.238986
26844,125,7332,26614648.185096
26845,84,11075,26617824.561922
26846,172,14378,26617831.839995
26847,143,29884,26619061.436523
26848,202,30000,26619209.574686
26849,133,30000,26619269.367872
26850,116,23552,26619710.147223
26851,177,30000,26620910.144414
26852,122,12350,26621651.281537
26853,106,15731,26621657.829321
26854,126,30000,26622212.455431
26855,97,11475,26622443.841157
26856,135,30000,26624942.291154
26857,150,12313,26625439.962498
26858,116,19012,26626419.245879
26859,160,10632,26626543.983942
26860,140,30000,26626577.687121
26861,128,7154,26627923.994346
26862,151,11516,26628761.982817
26863,373,27305,26629206.697339
26864,159,21507,26629713.853850
26865,130,10965,26631817.920138
26866,91,10837,26631972.473505
26867,101,11228,26632509.588669
26868,125,9457,26634408.436144
26869,99,5037,26636745.599735
26870,177,5567,26636909.458159
26871,108,27311,26637148.684633
26872,108,9429,26638209.179116
26873,82,10101,26641051.491023
26874,155,22145,26642466.336121
26875,179,12234,26642883.337847
26876,222,30000,26643202.632106
26877,185,30000,26646291.865686
26878,121,11870,26646716.738529
26879,131,5977,26646837.303482
26880,155,7650,26650590.551408
26881,146,30000,26651305.916985
26882,432,14072,26651838.054156
26883,126,30000,26652451.571202
26884,178,18565,26653943.390187
26885,141,5405,26655710.498893
26886,198,10935,26655941.707160
26887,104,25298,26656458.099854
26888,107,15443,26656498.649053
26889,101,14699,26656883.797584
26890,140,11155,26657777.032531
26891,126,6917,26658304.263039
26892,141,19646,26658329.563395
26893,263,21229,26658772.394158
26894,66,6885,26659057.108324
26895,64,10425,26661370.916684
26896,116,9826,26661667.631201
26897,88,7055,26661837.426785
26898,123,24079,26662486.039568
26899,114,6252,26662764.500661
26900,91,22820,26664339.713410
26901,191,30000,26665721.481414
26902,118,11331,26666474.840590
26903,151,14630,26666692.055467
26904,220,9176,26669596.142277
26905,139,10106,26670094.978481
26906,129,13350,26670286.911751
26907,71,8936,26673738.749840
26908,91,19394,26673756.399892
26909,76,7169,26674452.463547
26910,183,30000,26674645.998544
26911,88,11851,26681009.009277
26912,106,3586,26682165.479517
26913,104,6973,26682708.367371
26914,115,6668,26683062.428384
26915,118,12036,26683147.610859
26916,67,8789,26683608.697557
26917,79,12209,26683887.863830
26918,89,30000,26684476.993051
26919,118,11546,26684968.416726
26920,123,17061,26685379.578788
26921,170,15739,26685484.733761
26922,190,28039,26688318.712449
26923,71,25880,26688537.004979
26924,95,12157,26689501.709648
26925,164,29783,26691249.765584
26926,129,20683,26691793.545302
26927,160,28593,26693400.515725
26928,98,12812,26695314.644302
26929,72,7217,26695897.083404
26930,126,17366,26697210.312693
26931,172,14779,26698320.304241
26932,160,13038,26698843.344955
26933,158,20162,26700828.073138
26934,112,10171,26701025.223613
26935,98,14111,26701364.120331
26936,83,30000,26702561.618187
26937,169,19227,26704333.651483
26938,158,30000,26705600.801736
26939,108,17316,26706737.990958
26940,81,2479,26707363.284045
26941,114,5528,26709282.934826
26942,108,30000,26710391.112181
26943,145,11213,26711429.804121
26944,98,14111,26711585.559824
26945,130,16767,26711685.594225
26946,166,12569,26711737.074614
26947,171,10256,26713154.341606
26948,219,30000,26714753.632779
26949,211,12703,26714789.441121
26950,97,12469,26716056.011088
26951,93,28417,26717012.571068
26952,118,22276,26719426.584994
26953,140,23571,26719550.462662
26954,148,25638,26720528.329793
26955,154,10189,26722513.220425
26956,144,10853,26725070.896677
26957,82,8911,26726511.561411
26958,90,12048,26728386.457535
26959,179,22440,26732072.178179
26960,177,12629,26733539.942389
26961,97,12697,26734543.646297
26962,206,9182,26735076.449893
26963,183,12360,26736218.331689
26964,149,10286,26736347.797642
26965,176,11187,26737524.019815
26966,550,9704,26739336.027847
26967,64,24089,26739417.644175
26968,116,10028,26741841.000661
26969,125,10803,26743905.581132
26970,122,12350,26744751.275154
26971,101,15699,26747620.612380
26972,176,9058,26749072.649109
26973,70,3878,26750833.622937
26974,129,8147,26753200.241932
26975,149,30000,26753476.980997
26976,100,5827,26754286.238844
26977,70,4183,26755310.714784
26978,154,14707,26757472.350770
26979,118,21269,26759279.436938
26980,142,8860,26759362.452361
26981,228,12267,26759722.164283
26982,133,7752,26764134.093748
26983,135,9149,26764428.909301
26984,91,10763,26765012.544195
26985,215,30000,26765484.175394
26986,400,30000,26766188.747630
26987,92,30000,26768825.961195
26988,137,17809,26769728.271118
26989,231,23244,26769925.164361
26990,175,22956,26773247.234292
26991,140,23087,26778022.058189
26992,81,3335,26778086.458640
26993,135,11210,26778327.925622
26994,109,11916,26778606.677142
26995,138,24519,26779145.202636
26996,151,18834,26780184.834497
26997,117,22295,26780489.683984
26998,103,17571,26781009.068481
26999,151,10187,26781997.977580
27000,132,4866,26785031.726941
27001,84,6463,26786312.540492
27002,102,4433,26792550.303014
27003,56,7956,26792605.781305
27004,120,15223,26793139.641083
27005,166,12555,26794956.213552
27006,66,17958,26796023.396580
27007,85,9208,26796295.728834
27008,206,30000,26798863.008501
27009,145,10547,26799472.253411
27010,222,30000,26799569.850827
27011,108,8275,26800014.932186
27012,130,22529,26800049.608864
27013,147,18761,26800864.993758
27014,150,11915,26802885.092187
27015,192,24306,26803876.711740
27016,101,6075,26803958.229059
27017,260,28368,26804567.596944
27018,104,15109,26805769.491460
27019,194,26488,26806131.420395
27020,154,13959,26807571.513112
27021,99,5037,26807910.751406
27022,185,30000,26809716.078732
27023,161,8507,26811805.891508
27024,108,7303,26812356.451472
27025,118,23141,26813723.244958
27026,172,14779,26813870.002378
27027,105,12472,26813943.237787
